店舗名,住所
快活クラブ  福島南バイパス店,福島県福島市黒岩榎平56-1※ナビで検索されない場合⇒福島県福島市黒岩榎平50-1
快活クラブ  郡山桑野店,福島県郡山市桑野4-2-2※AOKI 郡山桑野店 となり※ナビで検索されない場合⇒福島県郡山市桑野4-6-4
快活クラブ  いわき平店,福島県いわき市平谷川瀬1-18-5
快活クラブ  会津若松店,福島県会津若松市天神町21-11※ナビで検索されない場合⇒福島県会津若松市天神町22-11
快活クラブ  会津インター店,福島県会津若松市町北町上荒久田宮下142※スーパーノバ 会津インター店 2F※ナビで検索されない場合⇒福島県会津若松市町北町大字上荒久田宮下142
快活クラブ  那珂店,茨城県那珂市菅谷5383-4
快活クラブ  土浦荒川沖店,茨城県土浦市西根南1-1-8
快活クラブ  つくば稲荷前店,茨城県つくば市稲荷前10-1
快活クラブ  124号鹿嶋店,茨城県鹿嶋市鉢形971※ナビで検索されない場合⇒茨城県鹿嶋市大字鉢形975-2
快活クラブ  日立北店,茨城県日立市東滑川町4-12-30
快活クラブ  6号取手店,茨城県取手市中原町1-18※ナビで検索されない場合⇒茨城県取手市白山4-3-10
快活クラブ  6号石岡店,茨城県石岡市東石岡1-9-40※ナビで検索されない場合⇒茨城県石岡市石岡3197-4
快活クラブ  水戸渡里店,茨城県水戸市渡里町2693-1※ナビで検索されない場合⇒茨城県水戸市堀町985-6
快活クラブ  水戸笠原店,茨城県水戸市笠原町1194-4※ナビで検索されない場合⇒茨城県水戸市笠原町1194-2
快活クラブ  ひたちなか店,茨城県ひたちなか市大字市毛810-1※ナビで検索されない場合⇒茨城県ひたちなか市大字市毛909-2
快活クラブ  日立店,茨城県日立市西成沢町3-1-1※ナビで検索されない場合⇒茨城県日立市中成沢町3-16-1
快活クラブ  土浦真鍋店,茨城県土浦市真鍋5-16-21※ナビで検索されない場合⇒茨城県土浦市真鍋5-17-26
快活クラブ  筑西店,茨城県茨城県筑西市玉戸1053-1※ナビで検索されない場合⇒茨城県筑西市玉戸 玉戸山ヶ島1018
快活クラブ  栃木店,栃木県栃木市大町22-78※ナビで検索されない場合⇒栃木県栃木市箱森町47-7
快活クラブ  佐野店,栃木県佐野市浅沼町803※ナビで検索されない場合⇒栃木県佐野市浅沼町467-2
快活クラブ  50号小山店,栃木県小山市東城南1-3-8※ナビで検索されない場合⇒栃木県小山市駅南町4-31-8
快活クラブ  50号足利店,栃木県足利市福富町1085-1※ナビで検索されない場合⇒栃木県足利市福富町1107-1
快活クラブ  宇都宮横田店※当店の完全個室は鍵ナシとなります。,栃木県宇都宮市上横田町1302-22※ナビで検索されない場合⇒栃木県宇都宮市横田新町3-47
快活クラブ  宇都宮御幸ヶ原店,栃木県宇都宮市下川俣町78-6※ナビで検索されない場合⇒栃木県宇都宮市下川俣町206-325
快活クラブ  太田内ケ島店,群馬県太田市内ケ島町928-1
快活クラブ  高崎高関店,群馬県高崎市高関町366
快活クラブ  新前橋店,群馬県前橋市小相木町558-1※ナビで検索されない場合⇒群馬県前橋市小相木町542-1
快活クラブ  407号太田店,群馬県太田市西矢島町630※ナビで検索されない場合⇒群馬県太田市西矢島町630-1
快活クラブ  前橋上小出店,群馬県前橋市上小出町3-41-10※ナビで検索されない場合⇒群馬県前橋市荒牧町2丁目1-1
快活クラブ  館林松原店,群馬県館林市松原3-5-12※ナビで検索されない場合⇒群馬県館林市松原3-5-7
快活クラブ  17号高崎倉賀野店,群馬県高崎市倉賀野町2677-1※ナビで検索されない場合⇒群馬県高崎市倉賀野町 字原付2677-1
快活クラブ  50号笠懸店,群馬県みどり市笠懸町阿左美2823-3※ナビで検索されない場合⇒群馬県みどり市笠懸町阿左美2833-1
快活クラブ  伊勢崎連取店,群馬県伊勢崎市連取町2335-7
快活クラブ  407号東松山店,埼玉県東松山市六反町15-11※ナビで検索されない場合⇒埼玉県東松山市新宿町5-3
快活クラブ  本庄東店,埼玉県本庄市寿3-4-22※WonderGOO 本庄店さん となり
快活クラブ  蓮田店,埼玉県蓮田市関山1-5-8
快活クラブ  所沢プロペ通り店,埼玉県所沢市日吉町8-5フジノビル4F・5F（受付5F）※所沢駅西口(中央)より徒歩3分
快活クラブ  所沢小手指店,埼玉県所沢市上新井4-48-18
快活クラブ  草加店,埼玉県草加市西町632-5
快活クラブ  狭山入間川店,埼玉県狭山市入間川4-4-6
快活クラブ  越谷蒲生店,埼玉県越谷市蒲生南町16-11
快活クラブ  川越クレアモール店,埼玉県川越市脇田町7-2山二ビルB1F※川越駅東口より徒歩5分
快活クラブ  川口朝日店,埼玉県川口市朝日4-13
快活クラブ  朝霞駅東口店,埼玉県朝霞市仲町2-1-20朝霞UNOビル 3F※朝霞駅東口より徒歩3分
快活クラブ  上尾日の出店,埼玉県上尾市日の出3-1
快活クラブ  新座駅前店,埼玉県新座市野火止5-2-10CK SQUAREビル 5F※新座駅南口より徒歩1分
快活クラブ  戸田店,埼玉県戸田市笹目3-8-11※ナビで検索されない場合⇒埼玉県戸田市笹目3-14-13
快活クラブ  所沢バイパス店,埼玉県所沢市牛沼433※ナビで検索されない場合⇒埼玉県所沢市大字牛沼431-1
快活クラブ  17号鴻巣店,埼玉県鴻巣市天神2-6-37※ナビで検索されない場合⇒埼玉県鴻巣市天神3-2-35
快活クラブ  川越脇田新町店,埼玉県川越市脇田新町6-8※ナビで検索されない場合⇒埼玉県川越市脇田新町6-6
快活クラブ  春日部ユリノキ通り店,埼玉県春日部市大沼1-69
快活クラブ  ビバモール加須店,埼玉県加須市下高柳1-29
快活クラブ  蕨東口駅前店,埼玉県蕨市塚越1-4-43～5F (受付4F)※蕨駅東口(階段)より徒歩1分 ※ナビで検索されない場合⇒埼玉県蕨市塚越1-4-2
快活クラブ  407号熊谷石原店,埼玉県熊谷市石原473-4※ナビで検索されない場合⇒埼玉県熊谷市石原476-4
快活クラブ  4号越谷店,埼玉県越谷市七左町6-13-1※ナビで検索されない場合⇒埼玉県越谷市新越谷1-396-34
快活クラブ  八潮店,埼玉県八潮市大曽根527-1
快活クラブ  三郷店,埼玉県三郷市ピアラシティ二丁目2-5※WonderGOO TSUTAYA 三郷店 1F  ※ナビで検索されない場合⇒埼玉県三郷市ピアラシティ2-1-6
快活クラブ  深谷上柴店,埼玉県深谷市上柴町東5-22-10※ナビで検索されない場合⇒埼玉県深谷市上柴町東5-8-5
快活クラブ  東川口店,埼玉県さいたま市緑区東大門3-8-6
快活クラブ  254号上福岡店,埼玉県ふじみ野市鶴ヶ舞3-1-8※ナビで検索されない場合⇒埼玉県ふじみ野市鶴ケ岡2-28-28
快活クラブ  新座店,埼玉県新座市野火止8-4-43
快活クラブ  鶴ヶ島インター店,埼玉県鶴ヶ島市脚折町4-10-5※ナビで検索されない場合⇒埼玉県鶴ヶ島市脚折町4-9-15
快活クラブ  せんげん台駅東口店,埼玉県越谷市千間台東1-10-1 せんげん台パークプラザ3F※せんげん台駅東口より徒歩1分※ナビで検索されない場合⇒埼玉県越谷市千間台東1-10-1
快活クラブ  16号春日部店,埼玉県春日部市小渕201-1※ナビで検索されない場合⇒埼玉県春日部市小渕243-1
快活クラブ  志木南口駅前店,埼玉県新座市東北2-30-21 3F ※TAIRAYA志木店さんの上※志木駅南口より徒歩3分※ナビで検索されない場合⇒埼玉県新座市東北2-30-18
快活クラブ  幸手店,埼玉県幸手市中3-19-32※ナビで検索されない場合⇒埼玉県幸手市東3-3-3
快活クラブ  川口東口駅前店,埼玉県川口市栄町3-1-16イート川口7F※川口駅東口より徒歩1分
快活クラブ  川口店,埼玉県川口市栄町3-8-4石井ビル2F※川口駅東口より徒歩3分※ナビで検索されない場合⇒埼玉県川口市栄町3-9-18
快活クラブ  大宮三橋店,埼玉県さいたま市西区三橋5-1600※ナビで検索されない場合⇒埼玉県さいたま市西区三橋５丁目１６４８−１
快活クラブ  大宮店,埼玉県さいたま市大宮区仲町1-15 大宮東宝会館 4F※大宮駅東口(南)より徒歩2分
快活クラブ  岩槻店,埼玉県さいたま市岩槻区南平野5-6-8※ナビで検索されない場合⇒埼玉県さいたま市岩槻区南平野5-6-8
快活クラブ  上尾西口駅前店,埼玉県上尾市柏座1-13-20上尾ウエストビル2F※上尾駅西口より徒歩1分
快活クラブ  成田ニュータウン店,千葉県成田市飯田町161-60※JR成田駅・京成成田駅からバスで15分
快活クラブ  富里インター店,千葉県富里市七栄1005-5
快活クラブ  佐倉寺崎店,千葉県佐倉市寺崎北5-1-1 ライフガーデン佐倉2F
快活クラブ  行徳駅前店,千葉県市川市行徳駅前1-26-13エンドービル 受付2F（2･3F）※行徳駅より徒歩1分
快活クラブ  八千代店,千葉県八千代市大和田新田406-5
快活クラブ  松戸馬橋店,千葉県松戸市西馬橋2-1-1
快活クラブ  松戸駅西口店,千葉県松戸市松戸1287-1サントロペ松戸ビル3F※松戸駅西口より徒歩3分
快活クラブ  16号野田店,千葉県野田市鶴奉34-34※ナビで検索されない場合⇒千葉県野田市鶴奉３４−３４
快活クラブ  柏松ヶ崎店,千葉県柏市大山台1-50-2
快活クラブ  海浜幕張店,千葉県千葉市美浜区ひび野1-9スーク海浜幕張4F※海浜幕張駅北口より徒歩2分
快活クラブ  市原店,千葉県市原市君塚1-33-1
快活クラブ  市川駅前店,千葉県市川市市川1-4-17アクティオーレ市川 受付4F（4F・5F）※市川駅北口より徒歩3分
快活クラブ  柏駅西口店,千葉県柏市末広町4-4大内ビル2～4F(受付3F)※柏駅西口より徒歩1分
快活クラブ  茂原東部台店,千葉県茂原市木崎2274-1※ナビで検索されない場合⇒千葉県茂原市六ツ野8-5
快活クラブ  本中山店,千葉県船橋市本中山5-9※ナビで検索されない場合⇒千葉県船橋市本中山4-3-5
快活クラブ  南行徳店,千葉県市川市相之川3-1-1※ナビで検索されない場合⇒葉県市川市相之川2-6-15
快活クラブ  船橋夏見台店,千葉県船橋市夏見台3-9-25※ナビで検索されない場合⇒千葉県船橋市夏見台2-2-60
快活クラブ  船橋競馬場駅前店,千葉県船橋市宮本9-4-3※船橋競馬場駅南口より徒歩2分※ナビで検索されない場合⇒千葉県船橋市宮本9-5-15
快活クラブ  船橋駅南口店,千葉県船橋市本町4-41-25ステージ船橋ビル4F※船橋駅南口より徒歩4分
快活クラブ  成田土屋店,千葉県成田市ウイング土屋90 ※JR成田駅・京成成田駅からバスで15分※ナビで検索されない場合⇒千葉県成田市ウイング土屋106
快活クラブ  東金店,千葉県東金市台方812-1※ナビで検索されない場合⇒千葉県東金市台方８６８−２
快活クラブ  千葉道場店,千葉県千葉市中央区道場北2-19-16※ナビで検索されない場合⇒千葉県千葉市中央区道場北2-19
快活クラブ  千葉都賀店,千葉県千葉市若葉区都賀3-24-7
快活クラブ  千葉中央店,千葉県千葉市中央区富士見2-7-13千葉B&Vビル 5～7F(受付6F)
快活クラブ  16号浜野店,千葉県千葉市中央区村田町893-96※ナビで検索されない場合⇒千葉県千葉市中央区村田町893-84
快活クラブ  16号千葉北店,千葉県千葉市稲毛区園生町374-1※ナビで検索されない場合⇒千葉県千葉市稲毛区園生町372-1
快活クラブ  14号幕張西店,千葉県千葉市美浜区幕張西3-1-5AOKI幕張店 2F※ナビで検索されない場合⇒千葉県千葉市美浜区幕張西3-1-8
快活クラブ  佐倉志津店,千葉県佐倉市井野1475※ナビで検索されない場合⇒千葉県佐倉市井野1473-5
快活クラブ  木更津店,千葉県木更津市請西1-17-8※ナビで検索されない場合⇒千葉県木更津市請西1-17-3
快活クラブ  稲毛駅東口店,千葉県千葉市稲毛区小仲台2-8-17※稲毛駅東口より徒歩3分※ナビで検索されない場合⇒千葉県千葉市稲毛区小仲台1-4-20　
快活クラブ  武蔵小山駅前店,東京都品川区小山3-21-15 B1F※武蔵小山駅東口より徒歩4分
快活クラブ  瑞江駅前店,東京都江戸川区瑞江2-1-9キーストンビル4F※瑞江駅北口より徒歩1分
快活クラブ  東大和店,東京都東大和市立野1-2-1※ナビで検索されない場合⇒ 東京都東大和市立野1
快活クラブ  東久留米滝山店,東京都東久留米市滝山4-12-7
快活クラブ  中目黒駅前店,東京都目黒区上目黒3-7-6 第二松村ビル2階
快活クラブ  立川駅北口店,東京都立川市曙町2-7-20 カメヤビル 3･4階(受付3階)
快活クラブ  新宿歌舞伎町店,東京都新宿区歌舞伎町1-5-2KUビル 受付2F（2～9F）※新宿駅東南口より徒歩10分
快活クラブ  新宿駅東口店,東京都新宿区新宿 3丁目34−11 ピースビル6・7階(受付6階)
快活クラブ  新宿駅西口2号店,東京都新宿区西新宿1-19-14西新宿B&Vビル 受付5F（4～6F）
快活クラブ  新宿駅西口店,東京都新宿区西新宿1-8-5アルファ107ビル 4F※プラザ通り方面出口より徒歩3分
快活クラブ  新小岩駅前店,東京都葛飾区新小岩1丁目43−6 オリムピアビル3F･4F(受付3F)
快活クラブ  下北沢店,東京都世田谷区北沢2-4-5mosia5F※下北沢駅南西口より徒歩3分※ナビで検索されない場合⇒東京都世田谷区北沢2-3-9-1F‎
快活クラブ  渋谷センター街店,東京都渋谷区宇田川町24−10 横田ビル2~4階（受付2階）
快活クラブ  小岩駅南口店,東京都江戸川区南小岩7-24-20ファスタ小岩 4F　
快活クラブ  吉祥寺店,東京都武蔵野市吉祥寺本町1-8-9高田ビル 2･3F
快活クラブ  神田駅南口店,東京都千代田区鍛冶町2-1-2神田南口鋭光ビル 受付4F（3～5F）※神田駅より徒歩1分
快活クラブ  蒲田駅東口店,東京都大田区蒲田5丁目12−7 蒲田洋明ビル2･3階
快活クラブ  蒲田駅西口店,東京都大田区西蒲田7-66-5ミヤベビル 2・3・4F（受付2F）※蒲田駅西口より徒歩1分
快活クラブ  小田急町田駅前店,東京都町田市原町田6-13-21アミックスビル町田 B1F
快活クラブ  池袋東口駅前2号店,東京都豊島区南池袋1-21-2ﾋｭｰﾏｯｸｽﾊﾟﾋﾞﾘｵﾝ南池袋7・8F(受付7F)※池袋駅40番出口より徒歩2分
快活クラブ  池袋西口駅前店,東京都豊島区西池袋1-17-6池袋西口センタービル6～8F(受付7F)※池袋駅西口C8番出口より徒歩1分
快活クラブ  赤坂見附駅前店,東京都港区赤坂3-9-72F・3F（受付2F）※赤坂見附駅より徒歩1分
快活クラブ  東村山店,東京都東村山市本町2-12-7
快活クラブ  羽村市役所通り店,東京都羽村市栄町2-14-5※ナビで検索されない場合⇒東京都羽村市栄町2-21-4
快活クラブ  八王子大和田店,東京都八王子市大和田町2-16-11※AOKI 八王子大和田店となり※ナビで検索されない場合⇒東京都八王子市大和田町2-16-8
快活クラブ  立川幸町店,東京都立川市幸町3-12-12※AOKI 立川幸町店の上 受付2F
快活クラブ  千住堀切橋店,東京都足立区千住曙町21-13※堀切駅西口より徒歩7分
快活クラブ  北千住駅西口店,東京都足立区千住2-54北千住ハリウッドビル 受付5F（4・5F）※北千住駅西口より徒歩2分
快活クラブ  王子駅前店,東京都北区王子1-13-16エイムビル6・7F(受付7F)※王子駅より徒歩5分
快活クラブ  秋葉原駅前店,東京都千代田区外神田1-13-3AOKIの上 3F～6F（受付4F）※秋葉原駅電気街口より徒歩3分
快活クラブ  武蔵境駅前店,東京都武蔵野市境1-2-24メッセ武蔵境ビル 2F(入口1F)※武蔵境駅2分※パチンコ・パチスロ メッセ武蔵境店さん と同じビル
快活クラブ  府中店,東京都府中市宮西町1-3-3 Bビル6F※府中駅より徒歩1分※ナビで検索されない場合⇒東京都府中市宮西町1-2-1
快活クラブ  八王子本店,東京都八王子市中町5-1八王子中町ビル 2F※八王子駅北口より徒歩5分※八王子駅北口ユーロード沿い
快活クラブ  練馬笹目通り店,東京都練馬区南田中5-3-17※ナビで検索されない場合⇒東京都練馬区南田中3-30-5
快活クラブ  西台駅前店,東京都板橋区蓮根3-8-21パル西台2F※西台駅A口より徒歩1分※ナビで検索されない場合⇒東京都板橋区高島平1-79-18
快活クラブ  調布南口店,東京都調布市布田4-2-4シーエフ調布駅前ビル4F※調布駅中央口より徒歩2分※ナビで検索されない場合⇒東京都調布市布田4-16-1
快活クラブ  調布国領店,東京都調布市国領町1-26-6
快活クラブ  多摩ニュータウン店,東京都多摩市乞田854-1※コート・ダジュール多摩ニュータウン店向かい※ナビで検索されない場合⇒東京都多摩市乞田901
快活クラブ  大森駅前店,東京都大田区山王2-4-1大森駅前ビル5F※大森駅西口より徒歩2分
快活クラブ  上野広小路店,東京都台東区上野2-6-12受付7F（6～9F）※湯島駅2番出口より徒歩5分※上野御徒町駅A3出口より徒歩1分
快活クラブ  上野御徒町店,東京都台東区上野4-2-6上野西田ビル 2F※上野御徒町駅C2出口より徒歩2分
快活クラブ  池袋東口駅前店,東京都豊島区南池袋1-24-2秋本ビル4～6F(受付5F)※池袋駅40番出口より徒歩1分※AOKI 池袋東口駅前店 5F
快活クラブ  池袋サンシャイン60通り店,東京都豊島区東池袋1-29-1サントロペビル5F※池袋駅33番出口より徒歩4分
快活クラブ  足立保木間店,東京都足立区東保木間1-2-1※ナビで検索されない場合⇒東京都足立区保木間1-30-12
快活クラブ  本厚木駅前店,神奈川県厚木市中町3-4-22第二会田ビル 4F※本厚木駅北口より徒歩3分
快活クラブ  二俣川駅前店,神奈川県横浜市旭区本村町101-12　2F
快活クラブ  藤沢駅南口店,神奈川県藤沢市南藤沢20-10サンシャインタヒチビル4F※藤沢駅南口(JR小田急線)より徒歩3分
快活クラブ  橋本店,神奈川県相模原市緑区橋本8-2-1ラ・フロール別館内
快活クラブ  鶴見駅西口店,神奈川県横浜市鶴見区豊岡町2-2 アビバホールディングスビル 5F
快活クラブ  小田原鴨宮店,神奈川県小田原市鴨宮816-1
快活クラブ  磯子駅前店,神奈川県横浜市磯子区森1-6-23磯子駅前ビル2F※磯子駅西口より徒歩2分※ナビで検索されない場合⇒神奈川県横浜市磯子区森1-10-9
快活クラブ  横浜芹が谷店,神奈川県横浜市港南区芹が谷3-34-20
快活クラブ  横浜北山田店,神奈川県横浜市都筑区北山田3-1-50快活スクエアビル 1F・2F(受付1F)
快活クラブ  百合ヶ丘店,神奈川県川崎市麻生区高石3-32-6※ナビで検索されない場合⇒神奈川県川崎市麻生区高石3-13-5
快活クラブ  平塚宮松店,神奈川県平塚市宮松町11-4
快活クラブ  東戸塚駅前店,神奈川県横浜市戸塚区品濃町516-5パラダイスガーデン5F※東戸塚駅東口より徒歩3分
快活クラブ  綱島駅前店,神奈川県横浜市港北区綱島西2-2-1you&me port 3～5F(受付4F)※綱島駅西口より徒歩1分
快活クラブ  座間店,神奈川県座間市相模が丘2-1-29
快活クラブ  相模原中央店,神奈川県相模原市中央区清新7-1-4 2F※ナビで検索されない場合⇒神奈川県相模原市中央区清新７丁目２−２
快活クラブ  相模大野駅前店,神奈川県相模原市南区相模大野3-12-10※相模大野駅北口より徒歩2分
快活クラブ  古淵駅前店,神奈川県相模原市南区古淵2-15-1※古淵駅より徒歩3分※BOOKOFF PLUS 古淵駅前店(本・ソフト館)さん向かい※ナビで検索されない場合⇒神奈川県相模原市南区南区古淵２丁目１９−１４
快活クラブ  京急川崎駅前店,神奈川県川崎市川崎区砂子1-3-7ニューハトヤビル3F※川崎駅中央口より徒歩1分
快活クラブ  大船駅前店,神奈川県鎌倉市大船3-1-5※大船駅湘南モノレール出口より徒歩4分※ナビで検索されない場合⇒神奈川県鎌倉市大船3-3-5
快活クラブ  伊勢原店,神奈川県伊勢原市板戸569-1
快活クラブ  厚木林店,神奈川県厚木市林5-23-5※コート・ダジュール/AOKI厚木林店 となり※ナビで検索されない場合⇒神奈川県厚木市林5-12-10
快活クラブ  新横浜店,神奈川県横浜市港北区新横浜2-3-5 SR第2ビル受付2F (2～5F)※新横浜駅横浜アリーナ方面出口より徒歩7分
快活クラブ  Luz湘南辻堂店,神奈川県藤沢市辻堂神台1-2-12Luz湘南辻堂4F※辻堂駅北口より徒歩3分※ナビで検索されない場合⇒神奈川県藤沢市辻堂新町1-1-13
快活クラブ  横須賀中央駅前店,神奈川県横須賀市若松町2-4横須賀中央駅前ビル 7F※横須賀中央駅より徒歩3分※ナビで検索されない場合⇒神奈川県横須賀市若松町1-1-1
快活クラブ  大和桜ヶ丘店,神奈川県大和市福田5683-1 ※ナビで検索されない場合⇒神奈川県大和市福田5683-1
快活クラブ  溝の口店,神奈川県川崎市高津区溝口1-13-1Qiz溝の口3F※溝の口駅北口より徒歩3分※ナビで検索されない場合⇒神奈川県川崎市高津区溝口1-8-7
快活クラブ  藤沢六会店,神奈川県藤沢市亀井野3-28-1※コート・ダジュール藤沢六会店 となり※ナビで検索されない場合⇒神奈川県藤沢市亀井野2-4-5
快活クラブ  藤沢弥勒寺店,神奈川県藤沢市小塚586-7※ナビで検索されない場合⇒神奈川県藤沢市村岡東2-17-1
快活クラブ  センター南店,神奈川県横浜市都筑区茅ヶ崎中央24-1※センター南駅より徒歩4分
快活クラブ  16号相模原大野台店,神奈川県相模原市南区大野台1-1
快活クラブ  湘南台駅前店,神奈川県藤沢市湘南台2-2-4KSKビル 1～2F（受付1F）※湘南台駅C(西口エレベーター)出口より徒歩1分※ナビで検索されない場合⇒神奈川県藤沢市湘南台2-4-7
快活クラブ  関内店,神奈川県横浜市中区吉田町1-1永興ビル 2F※関内駅北口より徒歩5分※ナビで検索されない場合⇒神奈川県横浜市中区吉田町1-1
快活クラブ  海老名駅前店,神奈川県海老名市中央1-4-31海老名プラザビル 2F※海老名駅東口より徒歩8分※小田急海老名駅より徒歩3分※ナビで検索されない場合⇒神奈川県海老名市中央2-1-1
快活クラブ  新津程島店,新潟県新潟市秋葉区程島1876
快活クラブ  新潟桜木インター店,新潟県新潟市中央区堀之内南2-19-14※ナビで検索されない場合⇒新潟県新潟市中央区和合町1-10-22
快活クラブ  新潟赤道店,新潟県新潟市東区下木戸1-11-1※ナビで検索されない場合⇒新潟県新潟市東区下木戸1-19-4
快活クラブ  新発田店,新潟県新発田市新栄町3-4-40※ナビで検索されない場合⇒新潟県新発田市新栄町3-4-1315-1
快活クラブ  新潟寺尾店,新潟県新潟市西区寺尾西1-1-5※ナビで検索されない場合⇒新潟県新潟市西区寺尾西1-1
快活クラブ  新潟亀田店,新潟県新潟市江南区亀田四ツ興野2-1-36※ナビで検索されない場合⇒新潟県新潟市江南区鵜ノ子1-1-1
快活クラブ  長岡蓮潟店,新潟県長岡市蓮潟1-2-1※ナビで検索されない場合⇒新潟県長岡市蓮潟1-1-34
快活クラブ  長岡川崎店,新潟県長岡市川崎町862-1※ナビで検索されない場合⇒新潟県長岡市川崎町864-2
快活クラブ  上越市役所前店,新潟県上越市新光町1-6-5※ナビで検索されない場合⇒新潟県上越市新光町1-5-5
快活クラブ  高岡戸出店,富山県高岡市戸出伊勢領2493
快活クラブ  魚津店,富山県魚津市吉島2-5-23
快活クラブ  富山掛尾店,富山県富山市今泉388-1※ナビで検索されない場合⇒富山県富山市掛尾町272
快活クラブ  富山荒川店,富山県富山市荒川2-15-32※ナビで検索されない場合⇒富山県富山市荒川2-7-7
快活クラブ  高岡店,富山県高岡市向野町6-18-1
