店舗名,住所
マックスバリュ小坂店,秋田県鹿角郡小坂町小坂鉱山字栗平２５-１
マックスバリュ琴丘店,秋田県山本郡三種町鹿渡字浜村下１３１
マックスバリュ西馬音内店,秋田県雄勝郡羽後町字南西馬音内２１３
マックスバリュ東原町店,山形県山形市東原町四丁目１７-７
マックスバリュ山形駅西口店,山形県山形市双葉町１丁目３-４７
マックスバリュ青田店,山形県山形市青田４-１-３
マックスバリュエクスプレス南三番町店,山形県山形市南三番町６-１５
マックスバリュ米沢駅前店,山形県米沢市下花沢二丁目５番６０号
マックスバリュ白山店,山形県鶴岡市白山字西木村１９-１
マックスバリュ藤島店,山形県鶴岡市藤浪５丁目１-１
マックスバリュあつみ店,山形県鶴岡市鼠ケ関字奥田１６
マックスバリュ鶴岡南店,山形県鶴岡市ほなみ町９-３５
マックスバリュ平田店,山形県酒田市砂越字粕町７３-１
マックスバリュ東泉店,山形県酒田市東泉町４丁目１-１５
マックスバリュ新庄店,山形県新庄市五日町字清水川１２９１-２
マックスバリュ寒河江西店,山形県寒河江市大字寒河江字塩水６９
マックスバリュ高松店,山形県寒河江市大字高松字郷野目２７４
マックスバリュ寒河江中央店,山形県寒河江市ほなみ２丁目１番地の９
マックスバリュ天童店,山形県天童市鍬ノ町二丁目２番４０号
マックスバリュ南陽店,山形県南陽市赤湯２８８５
マックスバリュ最上店,山形県最上郡最上町大字向町字村尻２８６-５
マックスバリュ真室川店,山形県最上郡真室川町大字新町字下荒川２７９
マックスバリュ白鷹店,山形県西置賜郡白鷹町大字荒砥乙字田中道５３５-１
マックスバリュ余目店,山形県東田川郡庄内町余目字滑石５７-１
マックスバリュ遊佐エルパ店,山形県飽海郡遊佐町大字小原田字沼田１２
マックスバリュ蕨店,埼玉県蕨市塚越５丁目６番３５号
マックスバリュ稲毛長沼店,千葉県千葉市稲毛区長沼町１１２-２
マックスバリュおゆみ野店,千葉県千葉市緑区おゆみ野南５丁目３７-１
マックスバリュエクスプレス市川店,千葉県市川市新田５丁目６番３号
マックスバリュ習志野台店,千葉県船橋市習志野台５丁目３９番１号
マックスバリュ木更津太田店,千葉県木更津市太田４-１８
マックスバリュ木更津請西店,千葉県木更津市請西南２丁目２７番１号
マックスバリュ野田七光台店,千葉県野田市七光台４番-２
マックスバリュ成田富里店,千葉県成田市東町１３３番地
マックスバリュ東習志野店,千葉県習志野市東習志野６丁目７番８号
マックスバリュ松ヶ崎店,千葉県柏市大山台１-６
マックスバリュ辰巳台店,千葉県市原市辰巳台東１-２
マックスバリュエクスプレス六郷土手駅前店,東京都大田区西六郷４丁目１６番６号
マックスバリュエクスプレス北烏山店,東京都世田谷区北烏山７丁目２番１２号
マックスバリュ竹の塚店,東京都足立区竹の塚５丁目２番１４号
マックスバリュエクスプレス保木間店,東京都足立区保木間２-３３-１３
マックスバリュエクスプレス梅島店,東京都足立区梅田６-９-１６ショッピングタウンカリブフードレット食品宝島内
マックスバリュエクスプレス松島店,東京都江戸川区松島１丁目３１-１７
マックスバリュエクスプレス船堀駅前店,東京都江戸川区船堀４-７-１４
マックスバリュエクスプレス平山団地店,東京都日野市東平山１-７-６
マックスバリュ田無芝久保店,東京都西東京市芝久保町１丁目１２-５
マックスバリュエクスプレス木月住吉店,神奈川県川崎市中原区木月住吉町２１番１６号
マックスバリュ津田山店,神奈川県川崎市高津区下作延５-２０-１
マックスバリュ平塚河内店,神奈川県平塚市河内１２８-１
マックスバリュ平塚四之宮店,神奈川県平塚市四之宮２-１８-２６
マックスバリュ小田原荻窪店,神奈川県小田原市荻窪４４７-１
マックスバリュエクスプレス茅ヶ崎浜須賀店,神奈川県茅ヶ崎市松が丘２-１０-１６
マックスバリュエクスプレス茅ヶ崎若松店,神奈川県茅ヶ崎市若松町２-２４
マックスバリュ秦野渋沢店,神奈川県秦野市堀川１１９-１
マックスバリュ秦野東田原店,神奈川県秦野市東田原９６-１
マックスバリュエクスプレス厚木下荻野店,神奈川県厚木市下荻野４５３-１
マックスバリュ厚木妻田店,神奈川県厚木市妻田北２-１３-１６
マックスバリュ南足柄岩原店,神奈川県南足柄市岩原２８６
マックスバリュエクスプレス寒川中瀬店,神奈川県高座郡寒川町中瀬２-１０
マックスバリュ開成駅前店,神奈川県足柄上郡開成町吉田島４３５０-１
マックスバリュ開成店,神奈川県足柄上郡開成町延沢７３０-１
マックスバリュ湯河原店,神奈川県足柄下郡湯河原町中央１-２１-１
マックスバリュ糸魚川店,新潟県糸魚川市上刈６丁目１番３８号
マックスバリュ上飯野店,富山県富山市上飯野４１-５
マックスバリュ氷見店,富山県氷見市窪１４０-１
マックスバリュ黒部コラーレ前店,富山県黒部市植木７７１番地１
マックスバリュ射水鷲塚店,富山県射水市鷲塚７２番地１
マックスバリュ上市店,富山県中新川郡上市町正印２５７
マックスバリュ金沢駅西本町店,石川県金沢市駅西本町５丁目２番１３号
マックスバリュ金沢しめの店,石川県金沢市戸板西１丁目５５番地
マックスバリュ東金沢駅前店,石川県金沢市高柳町１３の１番１
マックスバリュ増泉店,石川県金沢市増泉４丁目３-３
マックスバリュエクスプレス片山津店,石川県加賀市潮津町ロ１８
マックスバリュ羽咋店,石川県羽咋市石野町イ７
マックスバリュ野々市店,石川県野々市市白山町４番１号
マックスバリュ内灘店,石川県河北郡内灘町千鳥台４丁目１番
マックスバリュエクスプレス福井北四ツ居店,福井県福井市北四ツ居１丁目２５番１号ウエルシア薬局福井北四ツ居店内
マックスバリュエクスプレス敦賀中央町店,福井県敦賀市中央町二丁目４番ウエルシア薬局敦賀中央町店内
マックスバリュ九頭龍店（生鮮館）,福井県大野市南新在家３５-３８
マックスバリュ鯖江上河端町店（生鮮館）,福井県鯖江市上河端町３-２５ウエルシア薬局鯖江上河端町店内
マックスバリュエクスプレス鯖江下野田店,福井県鯖江市下野田町２５字１
マックスバリュ武生店生鮮館,福井県越前市畑町第５-１８
マックスバリュ富士河口湖店,山梨県南都留郡富士河口湖町小立８０１７-１
マックスバリュ岐阜元町店,岐阜県岐阜市元町１丁目１１番
マックスバリュ水海道店,岐阜県岐阜市水海道２丁目６番５号
マックスバリュ大垣東店,岐阜県大垣市三塚町丹瀬４６３番地１
マックスバリュ各務原店,岐阜県各務原市蘇原花園町１-３５
マックスバリュ各務原那加店,岐阜県各務原市那加桐野外二ケ所大字入会地８番４６
マックスバリュ穂積店,岐阜県瑞穂市穂積字タリ３１１０番１
マックスバリュ岐南店,岐阜県羽島郡岐南町下印食２丁目１２-１
マックスバリュ垂井店,岐阜県不破郡垂井町２２８９-５
マックスバリュエクスプレス静岡羽鳥店,静岡県静岡市葵区羽鳥３丁目２-３３
マックスバリュエクスプレス静岡上足洗店,静岡県静岡市葵区上足洗３-１-８
マックスバリュエクスプレス静岡大岩店,静岡県静岡市葵区大岩２-１-１８
マックスバリュ静岡丸子店,静岡県静岡市駿河区北丸子１丁目５番５号
マックスバリュ静岡曲金店,静岡県静岡市駿河区曲金７-７-１５
マックスバリュエクスプレス静岡西脇店,静岡県静岡市駿河区西脇４７
マックスバリュ清水興津店,静岡県静岡市清水区興津本町１１３-１
マックスバリュ清水三保店,静岡県静岡市清水区三保１３３-１４３
マックスバリュ清水八坂店,静岡県静岡市清水区八坂南町２-２６
マックスバリュエクスプレス清水追分店,静岡県静岡市清水区追分１-３-１８
マックスバリュエクスプレス清水駅前店,静岡県静岡市清水区本郷町１-２３
マックスバリュエクスプレス清水村松原店,静岡県静岡市清水区村松原１-１-２８
マックスバリュエクスプレス浜松早出店,静岡県浜松市中央区早出町８５０
マックスバリュ浜松三方原店,静岡県浜松市中央区東三方町１３０-５
マックスバリュ浜松和田店,静岡県浜松市中央区和田町２０３-４
マックスバリュ浜松飯田店,静岡県浜松市中央区飯田町９４５
マックスバリュ浜松助信店,静岡県浜松市中央区助信町６-１２
マックスバリュエクスプレス浜松住吉店,静岡県浜松市中央区住吉２-５-１
マックスバリュ浜松葵西店,静岡県浜松市中央区葵西３-２５-１
マックスバリュ浜松立野店,静岡県浜松市中央区立野町９７-１
マックスバリュエクスプレス浜松常盤町店,静岡県浜松市中央区常盤町１４４番１５
マックスバリュエクスプレス浜松中央店,静岡県浜松市中央区中央１丁目１３番２５ウィステリアＥ-ＯＮＥ
マックスバリュ浜松新橋店,静岡県浜松市中央区日橋町１４００-１
マックスバリュ細江店,静岡県浜松市浜名区細江町中川字一の谷５８１９-１
マックスバリュ浜北店,静岡県浜松市浜名区沼１７５-１
マックスバリュ浜北中瀬店,静岡県浜松市浜名区西中瀬２-１５-１
マックスバリュエクスプレス天竜春野町店,静岡県浜松市天竜区春野町気田４８１番地１
マックスバリュ沼津沼北店,静岡県沼津市沼北町２丁目１７番２２号
マックスバリュ沼津南店,静岡県沼津市西島町１０-１
マックスバリュ沼津原町西店,静岡県沼津市原１０８５
マックスバリュ沼津原町店,静岡県沼津市大塚１１１８
マックスバリュ沼津柳町店,静岡県沼津市柳町３-１５
マックスバリュエクスプレス沼津西沢田店,静岡県沼津市西沢田７２９-１
マックスバリュ沼津カタクラパーク店,静岡県沼津市大岡１０２０-１
マックスバリュエクスプレス沼津岡宮店,静岡県沼津市岡宮１１５０
マックスバリュ沼津香貫店,静岡県沼津市下香貫西村１４７２-２
マックスバリュ熱海店,静岡県熱海市中央町１９-３９
マックスバリュエクスプレス熱海多賀店,静岡県熱海市下多賀字池田８９６-１
マックスバリュエクスプレス熱海小嵐店,静岡県熱海市小嵐町１０-２３
マックスバリュエクスプレス熱海咲見町店,静岡県熱海市咲見町３-８ソフィア熱海デイサスマンション２階２０１号
マックスバリュエクスプレス三島本町店,静岡県三島市本町３-２９
マックスバリュ三島谷田店,静岡県三島市谷田２３-１
マックスバリュ三島壱町田店,静岡県三島市壱町田１７２-１
マックスバリュせせらぎパーク三好店,静岡県三島市三好町６-４
マックスバリュ三島広小路店,静岡県三島市広小路町１０-６
マックスバリュエクスプレス三島加茂川店,静岡県三島市加茂川町１６-４５
マックスバリュ富士宮若宮店,静岡県富士宮市小泉５３０-２
マックスバリュ富士宮宮原店,静岡県富士宮市宮原１-４
マックスバリュ富士宮万野原店,静岡県富士宮市万野原新田３３６２-１
マックスバリュ富士宮朝日町店,静岡県富士宮市朝日町６-２９
マックスバリュ伊東広野店,静岡県伊東市広野２丁目４番１号
マックスバリュ伊豆高原店,静岡県伊東市八幡野１１９４-１
マックスバリュ伊東駅前店,静岡県伊東市猪戸１丁目５-２８
マックスバリュエクスプレス伊東吉田店,静岡県伊東市吉田３５７
マックスバリュ島田阿知ケ谷店,静岡県島田市阿知ケ谷２５-４
マックスバリュ富士八幡町店,静岡県富士市八幡町６-３
マックスバリュ富士南店,静岡県富士市鮫島１１８番地１０
マックスバリュ富士富士見台店,静岡県富士市富士見台６-３-１
マックスバリュエクスプレス富士水戸島店,静岡県富士市水戸島３０３-１
マックスバリュ富士川成新町店,静岡県富士市川成新町１６８番地
マックスバリュ富士江尾店,静岡県富士市江尾１５０-１
マックスバリュ富士厚原店,静岡県富士市厚原８７２-１
マックスバリュエクスプレス富士国久保店,静岡県富士市伝法２０２８-１
マックスバリュエクスプレス富士今泉店,静岡県富士市今泉２０１８
マックスバリュエクスプレス富士御幸町店,静岡県富士市御幸町１-１
マックスバリュ磐田見付店,静岡県磐田市見付３５００
マックスバリュ福田店,静岡県磐田市福田４１３-２
マックスバリュ磐田中泉店,静岡県磐田市中泉２２４１-２
マックスバリュ磐田西貝塚店,静岡県磐田市西貝塚横須賀道北３６９０
マックスバリュグランリバー大井川店,静岡県焼津市下江留１４２４-１
マックスバリュ藤枝薮田店,静岡県藤枝市下藪田６０-１
マックスバリュ御殿場富士岡店,静岡県御殿場市中山５１８
マックスバリュ御殿場原里店,静岡県御殿場市川島田１６９８-１１
マックスバリュ御殿場新橋店,静岡県御殿場市新橋１０１２-１
マックスバリュ御殿場萩原店,静岡県御殿場市萩原８５３-１
マックスバリュ御殿場便船塚店,静岡県御殿場市東田中便船塚１０１５-１
マックスバリュ袋井豊沢店,静岡県袋井市豊沢字高山下１１４２
マックスバリュエクスプレス下田銀座店,静岡県下田市三丁目１-４
マックスバリュ伊豆下田店,静岡県下田市西本郷１-６-２６
マックスバリュ裾野茶畑店,静岡県裾野市茶畑字道添２-１
マックスバリュベルシティ裾野店,静岡県裾野市佐野１０３９
マックスバリュ湖西新居店,静岡県湖西市新居町新居２５０-１１
マックスバリュ修善寺駅前店,静岡県伊豆市柏久保字新町１３４７
マックスバリュエクスプレス天城湯ヶ島店,静岡県伊豆市青羽根３５１-１
マックスバリュ修善寺店,静岡県伊豆市修善寺６６
マックスバリュエクスプレス土肥店,静岡県伊豆市土肥２７８５-１
マックスバリュ浜岡店,静岡県御前崎市池新田５８３２-１
マックスバリュ伊豆長岡店,静岡県伊豆の国市古奈４３２
マックスバリュエクスプレス韮山店,静岡県伊豆の国市四日町３４８-１
マックスバリュエクスプレス大仁店,静岡県伊豆の国市田京２６３-２
マックスバリュ稲取店,静岡県賀茂郡東伊豆町稲取１６９９-１１
マックスバリュエクスプレス河津店,静岡県賀茂郡河津町浜９３-５
マックスバリュ下賀茂店,静岡県賀茂郡南伊豆町下賀茂字日詰２５７-１
マックスバリュ松崎店,静岡県賀茂郡松崎町江奈３０３-１
マックスバリュ函南店,静岡県田方郡函南町間宮３４１
マックスバリュ函南間宮店,静岡県田方郡函南町間宮５０３-１
マックスバリュ函南大土肥店,静岡県田方郡函南町大土肥字石原２０
マックスバリュ長泉竹原店,静岡県駿東郡長泉町竹原３８３-９
マックスバリュエクスプレス長泉店,静岡県駿東郡長泉町下土狩１３５０-１
マックスバリュ長泉中土狩店,静岡県駿東郡長泉町中土狩５６７-１
マックスバリュウェルディ長泉店,静岡県駿東郡長泉町下長窪１０７６-１
マックスバリュ長泉下土狩店,静岡県駿東郡長泉町下土狩３８０-１
マックスバリュエクスプレス小山町店,静岡県駿東郡小山町小山１０１-２
マックスバリュエクスプレス小山須走店,静岡県駿東郡小山町須走２４４-３
マックスバリュグランド千種若宮大通店,愛知県名古屋市千種区千種二丁目１６番１３号
マックスバリュ自由ヶ丘店,愛知県名古屋市千種区自由ヶ丘３-２-２７
マックスバリュ今池店,愛知県名古屋市千種区内山１-５-１５
マックスバリュ本山店,愛知県名古屋市千種区末盛通五丁目１２番地
マックスバリュ代官店,愛知県名古屋市東区代官町１５-２４
マックスバリュ徳川明倫店,愛知県名古屋市東区明倫町２番１４号
マックスバリュ砂田橋店,愛知県名古屋市東区砂田橋１丁目１-１０
マックスバリュ鳩岡店,愛知県名古屋市北区鳩岡町１丁目７-１７
マックスバリュ若葉通店,愛知県名古屋市北区若葉通３-１
マックスバリュグランド名西店,愛知県名古屋市西区香呑町６-４９-１
マックスバリュ太閤店,愛知県名古屋市中村区太閤１丁目１９番４２号
マックスバリュ千代田店,愛知県名古屋市中区千代田４丁目１３-１
マックスバリュ川原店,愛知県名古屋市昭和区川原通６-２-１
マックスバリュ御器所店,愛知県名古屋市昭和区石仏町１-１２
マックスバリュエクスプレス北山店,愛知県名古屋市昭和区北山町三丁目２２番地２
マックスバリュ瑞穂通店,愛知県名古屋市瑞穂区石田町１-２
マックスバリュ瑞穂桜山店,愛知県名古屋市瑞穂区桜見町一丁目５番地の１
マックスバリュ千年店,愛知県名古屋市熱田区千年１丁目１６番３０号
マックスバリュ昭和橋通店,愛知県名古屋市中川区法蔵町２丁目２０
マックスバリュ篠原橋東店,愛知県名古屋市中川区清川町２丁目１-１
マックスバリュ港十番店,愛知県名古屋市港区南十番町１丁目１-２
マックスバリュエクスプレス笠寺店,愛知県名古屋市南区笠寺町字西之門２５
マックスバリュエクスプレス平子店,愛知県名古屋市南区平子２丁目１８-３４
マックスバリュ志段味店,愛知県名古屋市守山区桜坂１-３０１
マックスバリュ森孝東店,愛知県名古屋市守山区森孝東１-５０９清水屋藤が丘店地下１階
マックスバリュ有松駅前店,愛知県名古屋市緑区鳴海町字有松裏２００番地
マックスバリュ鳴子店,愛知県名古屋市緑区鳴子町四丁目１番地の１
マックスバリュ左京山店,愛知県名古屋市緑区四本木５３０
マックスバリュ一社店,愛知県名古屋市名東区一社２-１０４
マックスバリュ香流店,愛知県名古屋市名東区香流２-９０８
マックスバリュ藤が丘店,愛知県名古屋市名東区藤が丘１７１
マックスバリュエクスプレス天白植田店,愛知県名古屋市天白区元植田一丁目９０７
マックスバリュエクスプレス天白原店,愛知県名古屋市天白区原五丁目２３０９-１
マックスバリュ豊橋橋良店,愛知県豊橋市橋良町字向山２０-１
マックスバリュ豊橋南店,愛知県豊橋市大清水町字大清水３番１１８１
マックスバリュ岡崎美合店,愛知県岡崎市美合町字つむぎ南１番１
マックスバリュ木曽川店,愛知県一宮市木曽川町玉ノ井字吉原西１-１
マックスバリュエクスプレス勝川駅店,愛知県春日井市松新町６丁目３３２４番１
マックスバリュ春日井坂下店,愛知県春日井市坂下町一丁目１５４０番１
マックスバリュ豊川八幡店,愛知県豊川市八幡町下天王１５
マックスバリュ津島江西店,愛知県津島市江西町四丁目１３７番１
マックスバリュ豊田四郷店,愛知県豊田市四郷町森前南１３-１１
マックスバリュ西尾店,愛知県西尾市道光寺町西縄３
マックスバリュ西尾新在家店,愛知県西尾市新在家町蓮台２５
マックスバリュ江南布袋店,愛知県江南市北山町西３００番地
マックスバリュ小牧堀の内店,愛知県小牧市堀の内４丁目１４２
マックスバリュ小牧駅西店,愛知県小牧市小牧４-７４
マックスバリュ東海荒尾店,愛知県東海市荒尾町丸根１番２２
マックスバリュ大府店,愛知県大府市東新町１丁目２３５番地
マックスバリュ知多新知店,愛知県知多市新知東町３-３４-１
マックスバリュ米野木店,愛知県日進市米野木台六丁目１４０１番地
マックスバリュ清須春日店,愛知県清須市春日酉２９番１
マックスバリュ長久手店,愛知県長久手市丁子田１７-６
マックスバリュ幸田店,愛知県額田郡幸田町大字相見字蒲原５７
マックスバリュ津東店,三重県津市白塚町４４５
マックスバリュ川口店,三重県津市白山町川口８３７８
マックスバリュ香良洲店,三重県津市香良洲町５５４０-１
マックスバリュ垂水店,三重県津市津興２９００番１
マックスバリュ白山店,三重県津市白山町二本木４６９９
マックスバリュ津北店,三重県津市一身田上津部田１２５-１
マックスバリュ一志店,三重県津市一志町田尻９９-１
マックスバリュ津城山店,三重県津市久居小野辺町１１３０-７
マックスバリュ港町店,三重県津市港町１６-１
マックスバリュ笹川店,三重県四日市市室山町字八反田５６０
マックスバリュ生桑店,三重県四日市市生桑町１４９-１
マックスバリュ山城店,三重県四日市市山城町字西大谷７２８-１
マックスバリュ大矢知店,三重県四日市市大矢知町字下沢９８８
マックスバリュ阿倉川店,三重県四日市市山手町３２８９-１
マックスバリュ四日市泊店,三重県四日市市泊小柳町４番５-１号
マックスバリュララパーク店,三重県伊勢市小木町曽祢５３８番地
マックスバリュ川井町店,三重県松阪市川井町上大坪７１８
マックスバリュサンフラワー店,三重県松阪市大黒田町５２２
マックスバリュエクスプレス松阪大石店,三重県松阪市小片野町７０
マックスバリュ郷津店,三重県松阪市郷津町２０４-１
マックスバリュ松阪中央店,三重県松阪市宮町１３０
マックスバリュ学園前店,三重県松阪市駅部田町１０１１-１
マックスバリュエクスプレス松阪粥見店,三重県松阪市飯南町粥見４４０７
マックスバリュ桑名新西方店,三重県桑名市新西方７-２２
マックスバリュ鈴鹿住吉店,三重県鈴鹿市住吉町８９２３番地
マックスバリュ鈴鹿店,三重県鈴鹿市北玉垣町８０１
マックスバリュエクスプレス鈴鹿加佐登店,三重県鈴鹿市高塚町神垣２１６-７
マックスバリュ長太の浦店,三重県鈴鹿市長太栄町３-１５-１８
マックスバリュ鈴鹿中央店,三重県鈴鹿市西條町３６４-１
マックスバリュエクスプレス鈴鹿若松店,三重県鈴鹿市若松北２-７-３２
マックスバリュ岡田店,三重県鈴鹿市岡田３丁目４-１
マックスバリュ名張店,三重県名張市蔵持町原出１７４６番地
